Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Tobacco,2014,Whole Year ,Tamil Nadu,5478.0,8334,911.3,826958.88,1807.74,1.497
Arecanut,2015,Kharif     ,Andhra Pradesh,516.0,1795,940.7,81481.56,170.28,3.32
Arhar/Tur,2015,Rabi       ,Andhra Pradesh,4995.0,3472,940.7,788760.45,1648.35,0.643
Bajra,2015,Rabi       ,Andhra Pradesh,3421.0,6133,940.7,540210.11,1128.93,1.978333333
Castor seed,2015,Rabi       ,Andhra Pradesh,1785.0,1226,940.7,281869.35,589.05,0.836
Coriander,2015,Kharif     ,Andhra Pradesh,36.0,13,940.7,5684.76,11.88,0.396666667
Cotton(lint),2015,Rabi       ,Andhra Pradesh,3394.0,6662,940.7,535946.54,1120.02,2.23
Cowpea(Lobia),2015,Kharif     ,Andhra Pradesh,11043.0,9696,940.7,1743800.13,3644.19,0.77125
Cowpea(Lobia),2015,Rabi       ,Andhra Pradesh,8003.0,6569,940.7,1263753.73,2640.99,0.513
Ginger,2015,Kharif     ,Andhra Pradesh,362.0,955,940.7,57163.42,119.46,2.802
Ginger,2015,Rabi       ,Andhra Pradesh,1.0,3,940.7,157.91,0.33,3.0
Gram,2015,Kharif     ,Andhra Pradesh,2.0,2,940.7,315.82,0.66,1.0
Linseed,2015,Kharif     ,Andhra Pradesh,259.0,125,940.7,40898.69,85.47,0.64
Niger seed,2015,Rabi       ,Andhra Pradesh,6685.0,2578,940.7,1055628.35,2206.05,0.445
Ragi,2015,Rabi       ,Andhra Pradesh,4569.0,8572,940.7,721490.79,1507.77,1.757777778
Rapeseed &Mustard,2015,Kharif     ,Andhra Pradesh,10.0,7,940.7,1579.1,3.3,0.7
Rapeseed &Mustard,2015,Rabi       ,Andhra Pradesh,1426.0,764,940.7,225179.66,470.58,0.3975
Safflower,2015,Rabi       ,Andhra Pradesh,304.0,212,940.7,48004.64,100.32,0.713333333
Small millets,2015,Rabi       ,Andhra Pradesh,3930.0,4271,940.7,620586.3,1296.9,0.986
Soyabean,2015,Kharif     ,Andhra Pradesh,1210.0,1786,940.7,191071.1,399.3,1.45
Soyabean,2015,Rabi       ,Andhra Pradesh,66.0,107,940.7,10422.06,21.78,1.62
Sunflower,2015,Kharif     ,Andhra Pradesh,6568.0,5165,940.7,1037152.88,2167.44,0.965
Wheat,2015,Rabi       ,Andhra Pradesh,164.0,115,940.7,25897.24,54.12,0.696666667
Arecanut,2015,Kharif     ,Puducherry,55.0,83,1980.6,8685.05,18.15,1.51
Bajra,2015,Kharif     ,Puducherry,6.0,15,1980.6,947.46,1.98,2.5
Bajra,2015,Summer     ,Puducherry,1.0,2,1980.6,157.91,0.33,2.0
Cashewnut,2015,Kharif     ,Puducherry,143.0,44,1980.6,22581.13,47.19,0.433333333
Cotton(lint),2015,Kharif     ,Puducherry,118.0,271,1980.6,18633.38,38.94,1.795
Groundnut,2015,Kharif     ,Puducherry,5.0,11,1980.6,789.55,1.65,2.2
Groundnut,2015,Rabi       ,Puducherry,239.0,717,1980.6,37740.49,78.87,3.0
Groundnut,2015,Summer     ,Puducherry,55.0,165,1980.6,8685.05,18.15,3.0
Moong(Green Gram),2015,Rabi       ,Puducherry,9.0,10,1980.6,1421.19,2.97,1.11
Moong(Green Gram),2015,Summer     ,Puducherry,1039.0,330,1980.6,164068.49,342.87,0.59
Other  Rabi pulses,2015,Rabi       ,Puducherry,58.0,72,1980.6,9158.78,19.14,1.24
Other  Rabi pulses,2015,Summer     ,Puducherry,4.0,4,1980.6,631.64,1.32,1.0
Ragi,2015,Kharif     ,Puducherry,34.0,81,1980.6,5368.94,11.22,2.195
Rice,2015,Kharif     ,Puducherry,3817.0,12250,1980.6,602742.47,1259.61,2.273333333
Rice,2015,Rabi       ,Puducherry,8505.0,19587,1980.6,1343024.55,2806.65,2.47
Rice,2015,Summer     ,Puducherry,3941.0,12049,1980.6,622323.31,1300.53,2.225
Sesamum,2015,Kharif     ,Puducherry,3.0,2,1980.6,473.73,0.99,0.67
Sesamum,2015,Rabi       ,Puducherry,5.0,4,1980.6,789.55,1.65,0.8
Sesamum,2015,Summer     ,Puducherry,100.0,83,1980.6,15791.0,33.0,0.83
Small millets,2015,Kharif     ,Puducherry,8.0,13,1980.6,1263.28,2.64,1.63
Turmeric,2015,Kharif     ,Puducherry,2.0,4,1980.6,315.82,0.66,2.0
Urad,2015,Kharif     ,Puducherry,72.0,38,1980.6,11369.52,23.76,0.625
Urad,2015,Rabi       ,Puducherry,206.0,245,1980.6,32529.46,67.98,1.0
Urad,2015,Summer     ,Puducherry,574.0,227,1980.6,90640.34,189.42,0.443333333
Arhar/Tur,2015,Kharif     ,Assam,6366.0,5600,2155.3,1005255.06,2100.78,0.868148148
Black pepper,2015,Whole Year ,Assam,3302.0,6025,2155.3,521418.82,1089.66,1.785925926
Castor seed,2015,Kharif     ,Assam,881.0,407,2155.3,139118.71,290.73,0.591538462
Cotton(lint),2015,Kharif     ,Assam,921.0,439,2155.3,145435.11,303.93,0.536666667
Gram,2015,Rabi       ,Assam,2193.0,1544,2155.3,346296.63,723.69,0.649615385
Linseed,2015,Rabi       ,Assam,5272.0,3338,2155.3,832501.52,1739.76,0.599166667
Moong(Green Gram),2015,Rabi       ,Assam,10798.0,7310,2155.3,1705112.18,3563.34,0.648888889
Niger seed,2015,Kharif     ,Assam,6534.0,3949,2155.3,1031783.94,2156.22,0.551363636
Sesamum,2015,Kharif     ,Assam,11770.0,7999,2155.3,1858600.7,3884.1,0.617407407
Small millets,2015,Kharif     ,Assam,6602.0,4447,2155.3,1042521.82,2178.66,0.6844
Tobacco,2015,Whole Year ,Assam,243.0,125,2155.3,38372.13,80.19,0.631666667
Arecanut,2015,Whole Year ,Goa,1783.0,2960,2587.1,281553.53,588.39,1.665
Black pepper,2015,Whole Year ,Goa,783.0,258,2587.1,123643.53,258.39,0.325
Groundnut,2015,Kharif     ,Goa,361.0,736,2587.1,57005.51,119.13,2.04
Groundnut,2015,Rabi       ,Goa,1537.0,3298,2587.1,242707.67,507.21,2.15
Other  Rabi pulses,2015,Rabi       ,Goa,6983.0,5882,2587.1,1102685.53,2304.39,0.835
Other Kharif pulses,2015,Kharif     ,Goa,171.0,128,2587.1,27002.61,56.43,0.735
Rice,2015,Rabi       ,Goa,13614.0,36579,2587.1,2149786.74,4492.62,2.76
Bajra,2015,Summer     ,Karnataka,3226.0,3579,1024.9,509417.66,1064.58,1.084
Castor seed,2015,Kharif     ,Karnataka,9347.0,4911,1024.9,1475984.77,3084.51,0.514
Coriander,2015,Whole Year ,Karnataka,4494.0,1927,1024.9,709647.54,1483.02,0.388636364
Cotton(lint),2015,Summer     ,Karnataka,1105.0,2341,1024.9,174490.55,364.65,2.101428571
Cowpea(Lobia),2015,Rabi       ,Karnataka,10778.0,4779,1024.9,1701953.98,3556.74,0.448571429
Cowpea(Lobia),2015,Summer     ,Karnataka,8036.0,2412,1024.9,1268964.76,2651.88,0.299166667
Dry chillies,2015,Rabi       ,Karnataka,7744.0,15656,1024.9,1222855.04,2555.52,2.112592593
Dry chillies,2015,Summer     ,Karnataka,5747.0,10529,1024.9,907508.77,1896.51,1.8928
Garlic,2015,Whole Year ,Karnataka,4661.0,6276,1024.9,736018.51,1538.13,1.33875
Groundnut,2015,Rabi       ,Karnataka,3646.0,6850,1024.9,575739.86,1203.18,1.88
Jowar,2015,Summer     ,Karnataka,5201.0,10281,1024.9,821289.91,1716.33,1.904166667
Linseed,2015,Rabi       ,Karnataka,4961.0,600,1024.9,783391.51,1637.13,0.109333333
Mesta,2015,Whole Year ,Karnataka,766.0,1024,1024.9,120959.06,252.78,1.335
Moong(Green Gram),2015,Rabi       ,Karnataka,4972.0,1504,1024.9,785128.52,1640.76,0.292727273
Moong(Green Gram),2015,Summer     ,Karnataka,2939.0,929,1024.9,464097.49,969.87,0.285
Niger seed,2015,Kharif     ,Karnataka,7229.0,1853,1024.9,1141531.39,2385.57,0.260833333
Other  Rabi pulses,2015,Rabi       ,Karnataka,11561.0,7316,1024.9,1825597.51,3815.13,0.624444444
Ragi,2015,Summer     ,Karnataka,7053.0,12058,1024.9,1113739.23,2327.49,1.741666667
Rapeseed &Mustard,2015,Kharif     ,Karnataka,1605.0,350,1024.9,253445.55,529.65,0.18875
Sannhamp,2015,Whole Year ,Karnataka,113.0,27,1024.9,17843.83,37.29,0.233333333
Sunflower,2015,Summer     ,Karnataka,10573.0,8866,1024.9,1669582.43,3489.09,0.896428571
Urad,2015,Rabi       ,Karnataka,5240.0,2036,1024.9,827448.4,1729.2,0.362222222
Urad,2015,Summer     ,Karnataka,3911.0,1979,1024.9,617586.01,1290.63,0.485
Arhar/Tur,2015,Whole Year ,Kerala,1431.0,1845,2602.9,225969.21,472.23,1.193333333
Cotton(lint),2015,Kharif     ,Kerala,109.0,196,2602.9,17212.19,35.97,1.8
Ginger,2015,Whole Year ,Kerala,4986.01,22044,2602.9,787340.8391,1645.3833,3.549285714
Groundnut,2015,Whole Year ,Kerala,449.0,619,2602.9,70901.59,148.17,1.38
Jowar,2015,Whole Year ,Kerala,178.0,132,2602.9,28107.98,58.74,0.74
Maize,2015,Whole Year ,Kerala,59.0,74,2602.9,9316.69,19.47,1.73
Onion,2015,Whole Year ,Kerala,27.0,0,2602.9,4263.57,8.91,0.0
Other Kharif pulses,2015,Kharif     ,Kerala,2333.0,2420,2602.9,368404.03,769.89,1.027857143
Ragi,2015,Whole Year ,Kerala,64.0,76,2602.9,10106.24,21.12,1.405
Sesamum,2015,Whole Year ,Kerala,187.0,46,2602.9,29529.17,61.71,0.281111111
Small millets,2015,Whole Year ,Kerala,14.0,10,2602.9,2210.74,4.62,0.71
Soyabean,2015,Whole Year ,Kerala,1.0,1,2602.9,157.91,0.33,1.0
Tobacco,2015,Whole Year ,Kerala,9.0,15,2602.9,1421.19,2.97,1.67
Turmeric,2015,Whole Year ,Kerala,2602.89,7112,2602.9,411022.3599,858.9537,2.628571429
Wheat,2015,Whole Year ,Kerala,2.0,3,2602.9,315.82,0.66,1.5
Arecanut,2015,Whole Year ,Tamil Nadu,6884.0,11829,1201.9,1087052.44,2271.72,1.597142857
Black pepper,2015,Whole Year ,Tamil Nadu,4349.0,974,1201.9,686750.59,1435.17,0.173076923
Cardamom,2015,Whole Year ,Tamil Nadu,3983.0,307,1201.9,628955.53,1314.39,0.653636364
Castor seed,2015,Kharif     ,Tamil Nadu,5495.0,1763,1201.9,867715.45,1813.35,0.325416667
Coriander,2015,Whole Year ,Tamil Nadu,11084.0,6569,1201.9,1750274.44,3657.72,0.596956522
Gram,2015,Rabi       ,Tamil Nadu,4876.0,3176,1201.9,769969.16,1609.08,0.6
Horse-gram,2015,Kharif     ,Tamil Nadu,11492.0,6908,1201.9,1814701.72,3792.36,0.623181818
Rapeseed &Mustard,2015,Rabi       ,Tamil Nadu,351.0,83,1201.9,55426.41,115.83,0.186
Small millets,2015,Rabi       ,Tamil Nadu,758.0,1200,1201.9,119695.78,250.14,1.55875
Sunflower,2015,Kharif     ,Tamil Nadu,1957.0,2768,1201.9,309029.87,645.81,1.38952381
Sunflower,2015,Rabi       ,Tamil Nadu,6328.0,6014,1201.9,999254.48,2088.24,1.042727273
Tobacco,2015,Whole Year ,Tamil Nadu,3348.0,5161,1201.9,528682.68,1104.84,1.505
Arhar/Tur,2016,Rabi       ,Andhra Pradesh,6555.0,3818,890.0,1004553.75,2294.25,0.481818182
Bajra,2016,Rabi       ,Andhra Pradesh,3124.0,4355,890.0,478753.0,1093.4,1.827142857
Castor seed,2016,Rabi       ,Andhra Pradesh,527.0,274,890.0,80762.75,184.45,0.52
Coriander,2016,Kharif     ,Andhra Pradesh,8.0,1,890.0,1226.0,2.8,0.13
Coriander,2016,Rabi       ,Andhra Pradesh,4295.0,2368,890.0,658208.75,1503.25,0.536666667
Cotton(lint),2016,Rabi       ,Andhra Pradesh,8092.0,19547,890.0,1240099.0,2832.2,2.201428571
Cowpea(Lobia),2016,Kharif     ,Andhra Pradesh,3780.0,1966,890.0,579285.0,1323.0,0.491428571
Cowpea(Lobia),2016,Rabi       ,Andhra Pradesh,5039.0,3379,890.0,772226.75,1763.65,0.585
Ginger,2016,Kharif     ,Andhra Pradesh,285.0,752,890.0,43676.25,99.75,2.288
Ginger,2016,Rabi       ,Andhra Pradesh,4.0,11,890.0,613.0,1.4,2.75
Gram,2016,Kharif     ,Andhra Pradesh,5.0,2,890.0,766.25,1.75,0.4
Guar seed,2016,Rabi       ,Andhra Pradesh,42.0,80,890.0,6436.5,14.7,1.9
Horse-gram,2016,Kharif     ,Andhra Pradesh,1411.0,182,890.0,216235.75,493.85,0.155
Horse-gram,2016,Rabi       ,Andhra Pradesh,11425.0,5666,890.0,1750881.25,3998.75,0.461666667
Jowar,2016,Kharif     ,Andhra Pradesh,14260.0,20475,890.0,2185345.0,4991.0,1.293846154
Linseed,2016,Kharif     ,Andhra Pradesh,219.0,106,890.0,33561.75,76.65,0.48
Niger seed,2016,Rabi       ,Andhra Pradesh,5714.0,2230,890.0,875670.5,1999.9,0.445
Other  Rabi pulses,2016,Rabi       ,Andhra Pradesh,6743.0,8229,890.0,1033364.75,2360.05,0.96
Other Kharif pulses,2016,Kharif     ,Andhra Pradesh,3721.0,2414,890.0,570243.25,1302.35,0.6775
Ragi,2016,Rabi       ,Andhra Pradesh,5159.0,8895,890.0,790616.75,1805.65,1.78
Rapeseed &Mustard,2016,Kharif     ,Andhra Pradesh,6.0,3,890.0,919.5,2.1,0.5
Rapeseed &Mustard,2016,Rabi       ,Andhra Pradesh,5060.0,2086,890.0,775445.0,1771.0,0.348333333
Safflower,2016,Kharif     ,Andhra Pradesh,4.0,3,890.0,613.0,1.4,0.75
Safflower,2016,Rabi       ,Andhra Pradesh,125.0,79,890.0,19156.25,43.75,0.66
Small millets,2016,Rabi       ,Andhra Pradesh,6643.0,6934,890.0,1018039.75,2325.05,0.78
Soyabean,2016,Kharif     ,Andhra Pradesh,1570.0,1448,890.0,240602.5,549.5,1.0175
Soyabean,2016,Rabi       ,Andhra Pradesh,1.0,1,890.0,153.25,0.35,1.0
Sunflower,2016,Kharif     ,Andhra Pradesh,8526.0,5950,890.0,1306609.5,2984.1,0.861666667
Sunflower,2016,Rabi       ,Andhra Pradesh,12602.0,15317,890.0,1931256.5,4410.7,0.910833333
Wheat,2016,Rabi       ,Andhra Pradesh,33.0,76,890.0,5057.25,11.55,2.155
other oilseeds,2016,Kharif     ,Andhra Pradesh,138.0,153,890.0,21148.5,48.3,1.2275
Arecanut,2016,Kharif     ,Puducherry,53.0,93,1391.3,8122.25,18.55,1.75
Bajra,2016,Kharif     ,Puducherry,12.0,16,1391.3,1839.0,4.2,1.33
Bajra,2016,Summer     ,Puducherry,4.0,5,1391.3,613.0,1.4,1.25
Black pepper,2016,Kharif     ,Puducherry,10.0,18,1391.3,1532.5,3.5,1.8
Cashewnut,2016,Kharif     ,Puducherry,148.0,51,1391.3,22681.0,51.8,0.446666667
Cotton(lint),2016,Kharif     ,Puducherry,296.0,539,1391.3,45362.0,103.6,1.785
Groundnut,2016,Kharif     ,Puducherry,1.0,3,1391.3,153.25,0.35,3.0
Groundnut,2016,Rabi       ,Puducherry,212.0,636,1391.3,32489.0,74.2,3.0
Groundnut,2016,Summer     ,Puducherry,40.0,112,1391.3,6130.0,14.0,2.8
Jowar,2016,Kharif     ,Puducherry,1.0,2,1391.3,153.25,0.35,2.0
Jowar,2016,Summer     ,Puducherry,3.0,3,1391.3,459.75,1.05,1.0
Moong(Green Gram),2016,Rabi       ,Puducherry,8.0,5,1391.3,1226.0,2.8,0.75
Moong(Green Gram),2016,Summer     ,Puducherry,750.0,91,1391.3,114937.5,262.5,0.433333333
Other  Rabi pulses,2016,Rabi       ,Puducherry,44.0,42,1391.3,6743.0,15.4,0.95
Other Kharif pulses,2016,Kharif     ,Puducherry,2.0,3,1391.3,306.5,0.7,1.5
Other Summer Pulses,2016,Summer     ,Puducherry,10.0,8,1391.3,1532.5,3.5,0.8
Ragi,2016,Kharif     ,Puducherry,20.0,31,1391.3,3065.0,7.0,1.29
Ragi,2016,Rabi       ,Puducherry,6.0,10,1391.3,919.5,2.1,1.67
Ragi,2016,Summer     ,Puducherry,21.0,26,1391.3,3218.25,7.35,1.24
Rice,2016,Kharif     ,Puducherry,3693.0,13151,1391.3,565952.25,1292.55,3.24
Rice,2016,Rabi       ,Puducherry,8412.0,23024,1391.3,1289139.0,2944.2,3.436666667
Rice,2016,Summer     ,Puducherry,4100.0,15989,1391.3,628325.0,1435.0,2.535
Sesamum,2016,Kharif     ,Puducherry,3.0,4,1391.3,459.75,1.05,1.33
Sesamum,2016,Rabi       ,Puducherry,1.0,1,1391.3,153.25,0.35,1.0
Sesamum,2016,Summer     ,Puducherry,72.0,70,1391.3,11034.0,25.2,0.605
Turmeric,2016,Kharif     ,Puducherry,6.0,18,1391.3,919.5,2.1,3.0
Urad,2016,Kharif     ,Puducherry,15.0,21,1391.3,2298.75,5.25,1.4
Urad,2016,Rabi       ,Puducherry,335.0,318,1391.3,51338.75,117.25,0.74
Urad,2016,Summer     ,Puducherry,402.0,106,1391.3,61606.5,140.7,0.43
Arhar/Tur,2016,Kharif     ,Assam,5721.0,4910,2296.8,876743.25,2002.35,0.845925926
Black pepper,2016,Whole Year ,Assam,3376.0,7069,2296.8,517372.0,1181.6,1.996296296
Castor seed,2016,Kharif     ,Assam,744.0,346,2296.8,114018.0,260.4,0.624347826
Cotton(lint),2016,Kharif     ,Assam,882.0,427,2296.8,135166.5,308.7,0.567272727
Gram,2016,Rabi       ,Assam,2429.0,1582,2296.8,372244.25,850.15,0.6056
Linseed,2016,Rabi       ,Assam,4970.0,3023,2296.8,761652.5,1739.5,0.602857143
Moong(Green Gram),2016,Rabi       ,Assam,10724.0,7435,2296.8,1643453.0,3753.4,0.651851852
Niger seed,2016,Kharif     ,Assam,5975.0,3315,2296.8,915668.75,2091.25,0.55826087
Sesamum,2016,Kharif     ,Assam,11874.0,8390,2296.8,1819690.5,4155.9,0.643333333
Small millets,2016,Kharif     ,Assam,4749.0,2927,2296.8,727784.25,1662.15,0.6252
Tobacco,2016,Whole Year ,Assam,227.0,115,2296.8,34787.75,79.45,0.652307692
Bajra,2016,Summer     ,Karnataka,1980.0,2145,1147.2,303435.0,693.0,1.076666667
Castor seed,2016,Kharif     ,Karnataka,9527.0,4722,1147.2,1460012.75,3334.45,0.506086957
Coriander,2016,Whole Year ,Karnataka,1778.0,770,1147.2,272478.5,622.3,0.390625
Cowpea(Lobia),2016,Rabi       ,Karnataka,4191.0,100,1147.2,642270.75,1466.85,0.017647059
Cowpea(Lobia),2016,Summer     ,Karnataka,5158.0,949,1147.2,790463.5,1805.3,0.182105263
Dry chillies,2016,Rabi       ,Karnataka,8982.0,19936,1147.2,1376491.5,3143.7,2.156153846
Dry chillies,2016,Summer     ,Karnataka,4468.0,10308,1147.2,684721.0,1563.8,2.288461538
Garlic,2016,Whole Year ,Karnataka,6534.0,5420,1147.2,1001335.5,2286.9,1.007058824
Groundnut,2016,Rabi       ,Karnataka,3309.0,7482,1147.2,507104.25,1158.15,2.26
Jowar,2016,Summer     ,Karnataka,2838.0,3887,1147.2,434923.5,993.3,1.376363636
Linseed,2016,Rabi       ,Karnataka,2854.0,155,1147.2,437375.5,998.9,0.079090909
Mesta,2016,Whole Year ,Karnataka,105.0,107,1147.2,16091.25,36.75,1.04
Moong(Green Gram),2016,Rabi       ,Karnataka,3959.0,354,1147.2,606716.75,1385.65,0.077
Moong(Green Gram),2016,Summer     ,Karnataka,678.0,188,1147.2,103903.5,237.3,0.267777778
Niger seed,2016,Kharif     ,Karnataka,5588.0,1045,1147.2,856361.0,1955.8,0.184090909
Other  Rabi pulses,2016,Rabi       ,Karnataka,2706.0,513,1147.2,414694.5,947.1,0.081176471
Ragi,2016,Summer     ,Karnataka,6133.0,11093,1147.2,939882.25,2146.55,1.895333333
Rapeseed &Mustard,2016,Kharif     ,Karnataka,4573.0,840,1147.2,700812.25,1600.55,0.196
Sannhamp,2016,Whole Year ,Karnataka,57.0,13,1147.2,8735.25,19.95,0.071666667
Sunflower,2016,Summer     ,Karnataka,3775.0,1638,1147.2,578518.75,1321.25,0.712727273
Urad,2016,Rabi       ,Karnataka,3318.0,1605,1147.2,508483.5,1161.3,0.448
Urad,2016,Summer     ,Karnataka,2218.0,1205,1147.2,339908.5,776.3,0.526363636
Arecanut,2016,Whole Year ,Tamil Nadu,7078.0,12708,912.4,1084703.5,2477.3,1.477272727
Black pepper,2016,Whole Year ,Tamil Nadu,4908.0,1075,912.4,752151.0,1717.8,0.150625
Cardamom,2016,Whole Year ,Tamil Nadu,3902.0,353,912.4,597981.5,1365.7,0.063636364
Castor seed,2016,Kharif     ,Tamil Nadu,4705.0,1470,912.4,721041.25,1646.75,0.29375
Coriander,2016,Whole Year ,Tamil Nadu,9120.0,1470,912.4,1397640.0,3192.0,0.192857143
Gram,2016,Rabi       ,Tamil Nadu,5227.0,3393,912.4,801037.75,1829.45,0.58
Horse-gram,2016,Kharif     ,Tamil Nadu,3751.0,1175,912.4,574840.75,1312.85,0.393636364
Other Cereals,2016,Kharif     ,Tamil Nadu,1547.0,210,912.4,237077.75,541.45,0.1
Other Cereals,2016,Rabi       ,Tamil Nadu,4060.0,54,912.4,622195.0,1421.0,0.095454545
Ragi,2016,Rabi       ,Tamil Nadu,9112.0,28459,912.4,1396414.0,3189.2,3.050833333
Rapeseed &Mustard,2016,Rabi       ,Tamil Nadu,199.0,46,912.4,30496.75,69.65,0.186
Sesamum,2016,Kharif     ,Tamil Nadu,10593.0,4178,912.4,1623377.25,3707.55,0.389615385
Small millets,2016,Rabi       ,Tamil Nadu,350.0,249,912.4,53637.5,122.5,0.752941176
Sunflower,2016,Kharif     ,Tamil Nadu,1959.0,1675,912.4,300216.75,685.65,0.838947368
Sunflower,2016,Rabi       ,Tamil Nadu,5488.0,1244,912.4,841036.0,1920.8,0.298823529
Tobacco,2016,Whole Year ,Tamil Nadu,1799.0,2744,912.4,275696.75,629.65,1.547142857
Arhar/Tur,2017,Rabi       ,Andhra Pradesh,4148.0,3394,868.2,653061.12,1576.24,0.55
Bajra,2017,Rabi       ,Andhra Pradesh,4990.0,10252,868.2,785625.6,1896.2,1.833333333
Castor seed,2017,Rabi       ,Andhra Pradesh,906.0,723,868.2,142640.64,344.28,0.856
Coriander,2017,Rabi       ,Andhra Pradesh,2584.0,1637,868.2,406824.96,981.92,0.63875
Cotton(lint),2017,Rabi       ,Andhra Pradesh,2097.0,4116,868.2,330151.68,796.86,2.116
Cowpea(Lobia),2017,Kharif     ,Andhra Pradesh,4302.0,3081,868.2,677306.88,1634.76,0.691428571
Cowpea(Lobia),2017,Rabi       ,Andhra Pradesh,9470.0,7053,868.2,1490956.8,3598.6,0.574285714
Ginger,2017,Kharif     ,Andhra Pradesh,381.0,309,868.2,59984.64,144.78,0.995
Gram,2017,Kharif     ,Andhra Pradesh,1.0,0,868.2,157.44,0.38,0.0
Linseed,2017,Kharif     ,Andhra Pradesh,224.0,108,868.2,35266.56,85.12,0.49
Niger seed,2017,Rabi       ,Andhra Pradesh,5660.0,2339,868.2,891110.4,2150.8,0.49
Other  Rabi pulses,2017,Rabi       ,Andhra Pradesh,10004.0,12174,868.2,1575029.76,3801.52,0.94
Other Kharif pulses,2017,Kharif     ,Andhra Pradesh,2551.0,1642,868.2,401629.44,969.38,0.905
Ragi,2017,Rabi       ,Andhra Pradesh,7810.0,13861,868.2,1229606.4,2967.8,1.896666667
Rapeseed &Mustard,2017,Rabi       ,Andhra Pradesh,3000.0,1373,868.2,472320.0,1140.0,0.414
Safflower,2017,Rabi       ,Andhra Pradesh,20.0,13,868.2,3148.8,7.6,0.65
Sesamum,2017,Kharif     ,Andhra Pradesh,13457.0,2960,868.2,2118670.08,5113.66,0.222307692
Small millets,2017,Rabi       ,Andhra Pradesh,3221.0,1382,868.2,507114.24,1223.98,0.73
Soyabean,2017,Kharif     ,Andhra Pradesh,373.0,705,868.2,58725.12,141.74,1.74
Soyabean,2017,Rabi       ,Andhra Pradesh,2.0,4,868.2,314.88,0.76,2.0
Sunflower,2017,Kharif     ,Andhra Pradesh,3045.0,2249,868.2,479404.8,1157.1,0.924285714
Sunflower,2017,Rabi       ,Andhra Pradesh,6101.0,9421,868.2,960541.44,2318.38,1.082727273
Wheat,2017,Kharif     ,Andhra Pradesh,11.0,8,868.2,1731.84,4.18,0.85
Wheat,2017,Rabi       ,Andhra Pradesh,38.0,27,868.2,5982.72,14.44,0.716666667
Arecanut,2017,Kharif     ,Puducherry,52.0,78,1582.4,8186.88,19.76,1.5
Bajra,2017,Kharif     ,Puducherry,9.0,25,1582.4,1416.96,3.42,2.78
Bajra,2017,Rabi       ,Puducherry,2.0,6,1582.4,314.88,0.76,3.0
Bajra,2017,Summer     ,Puducherry,3.0,8,1582.4,472.32,1.14,2.67
Black pepper,2017,Kharif     ,Puducherry,10.0,18,1582.4,1574.4,3.8,1.8
Cashewnut,2017,Kharif     ,Puducherry,147.0,43,1582.4,23143.68,55.86,0.346666667
Cotton(lint),2017,Kharif     ,Puducherry,154.0,164,1582.4,24245.76,58.52,1.42
Groundnut,2017,Kharif     ,Puducherry,2.0,6,1582.4,314.88,0.76,3.0
Groundnut,2017,Rabi       ,Puducherry,246.0,738,1582.4,38730.24,93.48,3.0
Groundnut,2017,Summer     ,Puducherry,26.0,78,1582.4,4093.44,9.88,3.0
Jowar,2017,Kharif     ,Puducherry,3.0,9,1582.4,472.32,1.14,3.0
Jowar,2017,Summer     ,Puducherry,2.0,6,1582.4,314.88,0.76,3.0
Moong(Green Gram),2017,Rabi       ,Puducherry,3.0,3,1582.4,472.32,1.14,1.0
Moong(Green Gram),2017,Summer     ,Puducherry,636.0,151,1582.4,100131.84,241.68,0.513333333
Other  Rabi pulses,2017,Rabi       ,Puducherry,69.0,207,1582.4,10863.36,26.22,3.0
Other Cereals,2017,Rabi       ,Puducherry,5.0,8,1582.4,787.2,1.9,1.6
Other Kharif pulses,2017,Kharif     ,Puducherry,5.0,14,1582.4,787.2,1.9,2.8
Other Summer Pulses,2017,Summer     ,Puducherry,15.0,42,1582.4,2361.6,5.7,2.8
Ragi,2017,Kharif     ,Puducherry,19.0,57,1582.4,2991.36,7.22,3.0
Ragi,2017,Rabi       ,Puducherry,3.0,9,1582.4,472.32,1.14,3.0
Ragi,2017,Summer     ,Puducherry,23.0,64,1582.4,3621.12,8.74,2.78
Rice,2017,Kharif     ,Puducherry,4325.0,15281,1582.4,680928.0,1643.5,3.256666667
Rice,2017,Rabi       ,Puducherry,8749.0,25188,1582.4,1377442.56,3324.62,3.27
Rice,2017,Summer     ,Puducherry,4297.0,15518,1582.4,676519.68,1632.86,2.85
Sesamum,2017,Kharif     ,Puducherry,4.0,6,1582.4,629.76,1.52,1.5
Sesamum,2017,Rabi       ,Puducherry,5.0,5,1582.4,787.2,1.9,1.0
Sesamum,2017,Summer     ,Puducherry,88.0,96,1582.4,13854.72,33.44,0.705
Small millets,2017,Kharif     ,Puducherry,5.0,8,1582.4,787.2,1.9,1.6
Turmeric,2017,Kharif     ,Puducherry,8.0,24,1582.4,1259.52,3.04,3.0
Urad,2017,Kharif     ,Puducherry,10.0,9,1582.4,1574.4,3.8,0.9
Urad,2017,Rabi       ,Puducherry,259.0,258,1582.4,40776.96,98.42,0.75
